"","X","Year","Player","Age","G","GS","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Improvement","NextSeasonChange","PG","SG","SF","C","LAL","PHO","TOT","DAL","IND","HOU","CHI","ORL","POR","PHI","NJN","UTA","DET","BOS","ATL","GSW","NYK","DEN","MIN","CHA","LAC","SDC","SEA","NOH","NOP","BRK","CLE","CHH","MIA","MIL","SAS","TOR","WAS","OKC","SAC","MEM","WSB","KCK","VAN","NOK"
"17875",17874,2006,"Al Harrington",25,76,76,36.6,16,0.513,0.287,0.055,0.174,0.113,0.158,0.016,0.004,0.124,0.256,2.6,1.2,3.8,0.065,0.5,-1.6,-1.1,0.6,7.2,16.1,0.452,0.9,2.5,0.346,6.4,13.5,0.471,0.479,3.2,4.6,0.694,1.7,5.1,6.9,3.1,1.1,0.2,2.6,4,18.6,0.0628571428571429,-0.112903225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18406",18405,2007,"Al Harrington",26,78,78,32.9,14.8,0.54,0.223,0.065,0.154,0.109,0.098,0.013,0.007,0.124,0.231,2,2.2,4.3,0.08,0.3,-1.1,-0.8,0.7,6.3,13.9,0.457,1.6,3.8,0.433,4.7,10.1,0.466,0.516,2.2,3.1,0.694,1.9,4.4,6.4,1.9,0.8,0.3,2.2,3.4,16.5,-0.112903225806452,-0.175757575757576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18966",18965,2008,"Al Harrington",27,81,59,27,15.6,0.547,0.206,0.05,0.169,0.107,0.089,0.016,0.005,0.082,0.211,3.7,1.7,5.4,0.118,1.6,-1.6,-0.1,1.1,5,11.4,0.434,1.9,5,0.375,3.1,6.4,0.482,0.517,1.8,2.3,0.774,1.3,4.1,5.4,1.6,0.9,0.2,1.1,3.3,13.6,-0.175757575757576,0.477941176470588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19560",19559,2009,"Al Harrington",28,73,56,34.9,15.9,0.547,0.243,0.041,0.158,0.098,0.068,0.017,0.006,0.107,0.257,1.9,2,3.9,0.073,0.6,-1.7,-1.1,0.6,7.3,16.6,0.439,2.3,6.4,0.364,4.9,10.2,0.487,0.509,3.2,4,0.793,1.4,4.9,6.2,1.4,1.2,0.3,2.2,3.1,20.1,0.477941176470588,-0.119402985074627,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20135",20134,2010,"Al Harrington",29,72,15,30.5,16.8,0.546,0.308,0.045,0.167,0.105,0.086,0.014,0.009,0.101,0.268,2.2,1.3,3.5,0.077,0.7,-2.6,-1.9,0.1,6.2,14.3,0.435,1.9,5.7,0.342,4.3,8.6,0.496,0.503,3.3,4.4,0.757,1.2,4.4,5.6,1.5,0.9,0.4,1.8,2.9,17.7,-0.119402985074627,-0.406779661016949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20768",20767,2011,"Al Harrington",30,73,3,22.8,12.3,0.527,0.173,0.054,0.172,0.115,0.096,0.012,0.005,0.127,0.223,0.6,1.5,2.1,0.06,0.2,-1.2,-1.1,0.4,3.8,9.2,0.416,1.6,4.5,0.357,2.2,4.8,0.473,0.503,1.2,1.6,0.735,1,3.5,4.5,1.4,0.5,0.1,1.5,2.8,10.5,-0.406779661016949,0.352380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19587",19586,2009,"Al Horford",22,67,67,33.5,17,0.565,0.345,0.076,0.25,0.163,0.119,0.013,0.033,0.131,0.164,3.3,3.5,6.8,0.145,-0.7,3.1,2.3,2.5,4.7,8.9,0.525,0,0,0,4.7,8.9,0.526,0.525,2.2,3.1,0.727,2.2,7.1,9.3,2.4,0.8,1.4,1.5,2.8,11.5,0.138613861386139,0.234782608695652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20164",20163,2010,"Al Horford",23,81,81,35.1,19.4,0.594,0.319,0.096,0.233,0.164,0.104,0.011,0.024,0.112,0.176,6.9,3.9,10.9,0.183,1.5,1.9,3.3,3.8,5.8,10.5,0.551,0,0,1,5.8,10.4,0.551,0.552,2.6,3.3,0.789,2.9,7,9.9,2.3,0.7,1.1,1.5,2.8,14.2,0.234782608695652,0.0774647887323945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23763",23762,2016,"Al Horford",29,82,82,32.1,19.4,0.565,0.123,0.063,0.182,0.124,0.167,0.013,0.036,0.088,0.206,4.9,4.5,9.4,0.172,1.5,2.6,4.1,4.1,6.5,12.8,0.505,1.1,3.1,0.344,5.4,9.7,0.557,0.547,1.3,1.6,0.798,1.8,5.5,7.3,3.2,0.8,1.5,1.3,2,15.2,0,-0.0789473684210525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17924",17923,2006,"Al Jefferson",21,59,7,18,16.2,0.53,0.354,0.114,0.226,0.172,0.05,0.015,0.033,0.124,0.216,0.9,1.5,2.3,0.105,-2.6,-0.4,-3.1,-0.3,3.2,6.4,0.499,0,0.1,0,3.2,6.4,0.504,0.499,1.5,2.3,0.642,1.6,3.4,5.1,0.5,0.5,0.8,1.1,2.8,7.9,0.17910447761194,1.0253164556962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18468",18467,2007,"Al Jefferson",22,69,60,33.6,19.8,0.547,0.334,0.12,0.274,0.195,0.072,0.011,0.035,0.118,0.224,3.3,3.3,6.6,0.137,-0.5,1,0.6,1.5,6.6,12.8,0.514,0,0,0,6.6,12.8,0.514,0.514,2.9,4.3,0.681,3.4,7.5,11,1.3,0.7,1.5,2,3.4,16,1.0253164556962,0.3125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19024",19023,2008,"Al Jefferson",23,82,82,35.6,22.7,0.535,0.273,0.119,0.247,0.181,0.075,0.013,0.032,0.094,0.275,4.8,2.9,7.7,0.127,0.6,-0.3,0.3,1.7,8.8,17.6,0.5,0,0.1,0,8.8,17.5,0.502,0.5,3.5,4.8,0.721,3.8,7.4,11.1,1.4,0.9,1.5,2,2.7,21,0.3125,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19619",19618,2009,"Al Jefferson",24,50,50,36.7,23.1,0.532,0.258,0.106,0.249,0.175,0.088,0.011,0.035,0.078,0.289,2.9,2,4.9,0.128,0.6,0.1,0.7,1.2,9.7,19.5,0.497,0,0.1,0,9.7,19.4,0.499,0.497,3.7,5,0.738,3.4,7.5,11,1.6,0.8,1.7,1.8,2.8,23.1,0.1,-0.25974025974026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21937",21936,2013,"Al Jefferson",28,78,78,33.1,20.9,0.522,0.176,0.07,0.259,0.163,0.12,0.016,0.027,0.073,0.253,4.3,3.3,7.7,0.143,0.5,1,1.5,2.2,7.8,15.8,0.494,0,0.2,0.118,7.8,15.6,0.5,0.495,2.1,2.8,0.77,2,7.2,9.2,2.1,1,1.1,1.3,2.2,17.8,-0.0729166666666666,0.224719101123595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22555",22554,2014,"Al Jefferson",29,73,73,35,22.7,0.532,0.201,0.069,0.283,0.175,0.128,0.014,0.024,0.076,0.293,3.1,4.7,7.8,0.146,0.3,1.5,1.8,2.5,9.6,18.8,0.509,0,0.2,0.2,9.5,18.6,0.512,0.51,2.6,3.8,0.69,2.1,8.7,10.8,2.1,0.9,1.1,1.7,2.4,21.8,0.224719101123595,-0.238532110091743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19865",19864,2009,"Al Thornton",25,71,67,37.4,12.6,0.502,0.298,0.052,0.11,0.08,0.069,0.012,0.017,0.099,0.226,0.2,1,1.3,0.023,-2.3,-1.2,-3.5,-1,6.6,14.8,0.446,0.3,1.1,0.253,6.3,13.7,0.462,0.456,3.3,4.4,0.754,1.7,3.5,5.2,1.5,0.8,0.9,1.8,3.2,16.8,0.322834645669291,-0.363095238095238,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20440",20439,2010,"Al Thornton",26,75,46,27.7,11.8,0.523,0.312,0.064,0.1,0.082,0.071,0.011,0.013,0.117,0.19,1.2,1,2.2,0.05,-1.9,-0.8,-2.7,-0.4,4.3,9,0.473,0.1,0.4,0.355,4.1,8.6,0.479,0.482,2,2.8,0.725,1.5,2.4,3.9,1.2,0.6,0.5,1.4,2.7,10.7,-0.363095238095238,-0.308411214953271,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7210",7209,1983,"Al Wood",24,76,47,24,13,0.509,0.218,0.056,0.095,0.074,0.101,0.014,0.012,0.12,0.197,1.9,0.4,2.3,0.061,-0.5,-2,-2.4,-0.2,4.5,9.7,0.464,0.2,0.7,0.3,4.3,9.1,0.475,0.474,1.6,2.1,0.77,1.3,1.8,3.1,1.8,0.7,0.5,1.5,2.5,10.9,0.147368421052632,0.311926605504587,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7555",7554,1984,"Al Wood",25,81,81,27.6,14.9,0.545,0.287,0.048,0.092,0.07,0.112,0.014,0.008,0.106,0.221,2.7,1.7,4.4,0.094,0.2,-1,-0.8,0.7,5.8,11.7,0.494,0,0.3,0.143,5.7,11.4,0.502,0.496,2.8,3.3,0.823,1.2,2.2,3.4,2,0.8,0.4,1.6,2.6,14.3,0.311926605504587,0.048951048951049,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7915",7914,1985,"Al Wood",26,80,79,31.8,14.3,0.521,0.202,0.045,0.082,0.064,0.147,0.016,0.012,0.094,0.21,2.2,2.1,4.2,0.08,-0.1,-0.3,-0.4,1,6.4,13.3,0.485,0.1,0.4,0.212,6.3,12.8,0.494,0.489,2.1,2.7,0.776,1.2,2.2,3.5,3,1.1,0.6,1.5,2.3,15,0.048951048951049,-0.226666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8293",8292,1986,"Al Wood",27,78,34,22.4,13.5,0.489,0.293,0.053,0.114,0.083,0.103,0.016,0.007,0.104,0.246,0.7,1.8,2.5,0.068,-1.7,-1.1,-2.8,-0.4,4.6,10.5,0.435,0.1,0.5,0.135,4.5,10,0.449,0.438,2.4,3.1,0.782,1,2.1,3.1,1.5,0.7,0.2,1.4,2.2,11.6,-0.226666666666667,-0.431034482758621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21138",21137,2012,"Al-Farouq Aminu",21,66,21,22.4,10.6,0.481,0.312,0.078,0.169,0.124,0.072,0.022,0.019,0.18,0.162,-0.4,1.8,1.4,0.044,-3,1.6,-1.3,0.2,2.3,5.5,0.411,0.2,0.7,0.277,2.1,4.8,0.431,0.429,1.3,1.7,0.754,1.4,3.2,4.7,1,0.9,0.5,1.4,2.1,6,0.0714285714285714,0.216666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21691",21690,2013,"Al-Farouq Aminu",22,76,71,27.2,13.7,0.519,0.289,0.079,0.262,0.169,0.078,0.024,0.021,0.178,0.146,0.7,2.4,3.1,0.073,-2,2.4,0.4,1.3,3,6.2,0.475,0.1,0.2,0.211,2.9,6,0.486,0.479,1.3,1.8,0.737,1.8,5.9,7.7,1.4,1.2,0.7,1.5,2,7.3,0.216666666666667,-0.0136986301369862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22270",22269,2014,"Al-Farouq Aminu",23,80,65,25.6,13.2,0.516,0.277,0.072,0.212,0.141,0.084,0.021,0.016,0.137,0.143,1.3,1.8,3.1,0.072,-1.4,1,-0.3,0.9,2.9,6.2,0.474,0.2,0.6,0.271,2.8,5.6,0.496,0.487,1.1,1.7,0.664,1.6,4.6,6.2,1.4,1,0.5,1.1,1.8,7.2,-0.0136986301369862,-0.222222222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22879",22878,2015,"Al-Farouq Aminu",24,74,3,18.5,14.4,0.504,0.331,0.091,0.184,0.137,0.061,0.026,0.037,0.119,0.152,1.2,2,3.3,0.115,-0.5,2.9,2.4,1.5,2,4.8,0.412,0.5,1.7,0.274,1.5,3.1,0.485,0.459,1.1,1.6,0.712,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,-0.222222222222222,0.821428571428571,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23528",23527,2016,"Al-Farouq Aminu",25,82,82,28.5,12.7,0.533,0.217,0.045,0.186,0.115,0.088,0.015,0.018,0.132,0.169,1.7,2.3,4,0.082,-0.4,0.7,0.2,1.3,3.6,8.8,0.416,1.5,4.3,0.361,2.1,4.5,0.468,0.503,1.4,1.9,0.737,1.2,4.9,6.1,1.7,0.9,0.6,1.5,2.1,10.2,0.821428571428571,-0.147058823529412,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22275",22274,2014,"Alan Anderson",31,78,26,22.7,9.5,0.525,0.243,0.027,0.091,0.059,0.073,0.014,0.005,0.104,0.159,0.8,0.9,1.7,0.047,-0.8,-1.4,-2.2,-0.1,2.5,6.2,0.4,1.1,3.2,0.339,1.4,3,0.464,0.487,1.2,1.5,0.78,0.5,1.7,2.2,1,0.6,0.1,0.8,1.9,7.2,-0.327102803738318,0.0277777777777779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7019",7018,1983,"Albert King",23,79,75,31,15.6,0.508,0.185,0.073,0.136,0.105,0.182,0.018,0.01,0.156,0.252,1.7,3.9,5.7,0.112,0.2,0.9,1.1,1.9,7.4,15.5,0.475,0.1,0.3,0.261,7.3,15.2,0.479,0.477,2.2,2.9,0.775,2,3.8,5.8,3.7,1.2,0.5,3.1,3.5,17,0.40495867768595,-0.135294117647059,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7370",7369,1984,"Albert King",24,79,53,26.6,15.6,0.541,0.312,0.067,0.145,0.105,0.14,0.02,0.009,0.162,0.243,1.5,2.8,4.3,0.099,-0.1,0.6,0.6,1.4,5.9,12,0.492,0,0.3,0.136,5.8,11.7,0.5,0.493,2.9,3.7,0.786,1.6,3.3,4.9,2.6,1.2,0.4,2.6,3.3,14.7,-0.135294117647059,-0.129251700680272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7722",7721,1985,"Albert King",25,42,7,20.5,17.7,0.531,0.226,0.088,0.12,0.104,0.102,0.023,0.006,0.114,0.268,1,0.9,1.9,0.106,0.5,-1.4,-0.9,0.2,5.4,11,0.491,0,0.2,0,5.4,10.8,0.5,0.491,2,2.5,0.817,1.7,2.1,3.8,1.4,1,0.2,1.5,2.6,12.8,-0.129251700680272,0.1171875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8101",8100,1986,"Albert King",26,73,69,27.4,13.3,0.498,0.211,0.065,0.141,0.103,0.134,0.013,0.007,0.147,0.246,0,1.9,1.9,0.045,-1.5,-0.6,-2,0,6,13.2,0.456,0.1,0.3,0.174,5.9,12.8,0.463,0.458,2.3,2.8,0.823,1.6,3.4,5,2.5,0.8,0.3,2.5,2.8,14.3,0.1171875,-0.335664335664336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8474",8473,1987,"Albert King",27,61,15,21.2,10.4,0.472,0.175,0.072,0.115,0.093,0.121,0.012,0.013,0.143,0.225,-0.6,0.8,0.2,0.007,-2.4,-0.8,-3.2,-0.4,4,9.4,0.426,0.2,0.5,0.406,3.8,8.9,0.427,0.437,1.3,1.6,0.81,1.3,2.2,3.5,1.7,0.6,0.5,1.7,2.9,9.5,-0.335664335664336,-0.242105263157895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8872",8871,1988,"Albert King",28,72,44,22.1,7.2,0.442,0.191,0.052,0.106,0.079,0.101,0.012,0.007,0.137,0.18,-0.9,0.8,-0.1,-0.004,-3.4,-1.1,-4.5,-1,2.9,7.5,0.391,0.2,0.7,0.347,2.7,6.8,0.395,0.406,1.1,1.4,0.757,1,2,3,1.5,0.5,0.2,1.3,3,7.2,-0.242105263157895,-0.013888888888889,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21760",21759,2013,"Alec Burks",21,64,0,17.8,11.5,0.507,0.332,0.038,0.112,0.075,0.13,0.016,0.009,0.143,0.207,0.3,0.7,1,0.044,-1.4,-1.3,-2.7,-0.2,2.5,6.1,0.42,0.5,1.4,0.359,2,4.6,0.439,0.463,1.4,2,0.713,0.6,1.7,2.3,1.4,0.5,0.2,1.2,1.8,7,-0.0277777777777778,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6923",6922,1983,"Alex English*",29,82,82,36.4,24.1,0.561,0.264,0.089,0.115,0.102,0.195,0.017,0.021,0.113,0.289,8.7,1.6,10.3,0.166,5.3,-0.6,4.7,5,11.7,22.6,0.516,0,0.1,0.167,11.7,22.5,0.519,0.517,5,6,0.829,3.2,4.1,7.3,4.8,1.4,1.5,3.2,2.9,28.4,0.118110236220472,-0.0704225352112676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7300",7299,1984,"Alex English*",30,82,77,35,22.2,0.57,0.249,0.077,0.093,0.085,0.209,0.013,0.017,0.105,0.279,7.2,1,8.2,0.136,4.7,-1.4,3.3,3.9,11.1,20.9,0.529,0,0.1,0.143,11,20.8,0.531,0.529,4.3,5.2,0.824,2.6,3,5.7,5,1,1.2,2.7,3.1,26.4,-0.0704225352112676,0.0568181818181819,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7650",7649,1985,"Alex English*",31,81,81,36.1,21.6,0.561,0.255,0.07,0.099,0.083,0.179,0.015,0.009,0.111,0.293,6.8,2.1,8.9,0.146,4,-1.6,2.4,3.2,11.6,22.4,0.518,0,0.1,0.2,11.6,22.3,0.519,0.518,4.7,5.7,0.829,2.5,3.1,5.7,4.2,1.2,0.6,3.1,3.2,27.9,0.0568181818181819,0.0681003584229392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8018",8017,1986,"Alex English*",32,81,81,37.3,21.7,0.562,0.314,0.063,0.077,0.07,0.17,0.011,0.005,0.104,0.305,7.6,2.3,9.8,0.156,4.1,-2,2.1,3.2,11.7,23.3,0.504,0,0.1,0.2,11.7,23.2,0.505,0.504,6.3,7.3,0.862,2.4,2.6,5,4,0.9,0.4,3.1,2.9,29.8,0.0681003584229392,-0.0402684563758389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8402",8401,1987,"Alex English*",33,82,82,37.6,20.5,0.549,0.254,0.047,0.072,0.058,0.216,0.011,0.004,0.091,0.292,7,1.1,8.1,0.126,3.8,-2.8,1,2.3,11.8,23.4,0.503,0,0.2,0.267,11.7,23.2,0.504,0.504,5,5.9,0.844,1.8,2.4,4.2,5.1,0.9,0.3,2.6,2.6,28.6,-0.0402684563758389,-0.125874125874126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8784",8783,1988,"Alex English*",34,80,80,35.2,19.8,0.535,0.222,0.06,0.08,0.07,0.205,0.011,0.005,0.088,0.284,5.3,2.2,7.6,0.129,3,-1.6,1.4,2.5,10.5,21.3,0.495,0,0.1,0,10.5,21.2,0.496,0.495,3.9,4.7,0.828,2.1,2.6,4.7,4.7,0.9,0.3,2.3,2.4,25,-0.125874125874126,0.0600000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9216",9215,1989,"Alex English*",35,82,82,36.5,19,0.531,0.201,0.048,0.065,0.056,0.197,0.01,0.002,0.088,0.288,5.1,1.7,6.8,0.11,2.5,-2.7,-0.2,1.3,11.3,22.9,0.491,0,0.1,0.25,11.2,22.8,0.492,0.492,4,4.6,0.858,1.8,2.2,4,4.7,0.8,0.1,2.4,2.1,26.5,0.0600000000000001,-0.324528301886792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9662",9661,1990,"Alex English*",36,80,80,27.6,17.9,0.522,0.142,0.053,0.084,0.068,0.156,0.011,0.006,0.063,0.26,3.3,1.7,5.1,0.11,1.5,-1.7,-0.2,1,7.9,16.2,0.491,0,0.1,0.4,7.9,16.1,0.491,0.492,2,2.3,0.88,1.5,2.1,3.6,2.8,0.6,0.3,1.2,1.6,17.9,-0.324528301886792,-0.458100558659218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23839",23838,2016,"Alex Len",22,78,46,23.3,12.4,0.482,0.383,0.104,0.254,0.177,0.085,0.01,0.028,0.166,0.204,-0.5,1.8,1.3,0.035,-4.4,0.7,-3.6,-0.7,3.4,8,0.423,0,0.1,0.143,3.4,7.9,0.426,0.424,2.2,3.1,0.728,2.3,5.3,7.6,1.2,0.5,0.8,1.9,2.9,9,0.428571428571429,-0.111111111111111,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22751",22750,2014,"Alexey Shved",25,63,0,10.5,10.2,0.452,0.38,0.034,0.101,0.066,0.149,0.019,0.018,0.148,0.208,-0.4,0.7,0.2,0.017,-2.7,-0.4,-3.1,-0.2,1.2,3.8,0.321,0.5,1.6,0.294,0.7,2.1,0.341,0.384,1.1,1.4,0.756,0.3,1,1.3,1.1,0.4,0.3,0.8,0.6,4,-0.534883720930233,1.575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12028",12027,1995,"Allan Houston",23,76,39,26.3,16.4,0.589,0.199,0.017,0.081,0.049,0.143,0.016,0.005,0.108,0.235,3.5,0.3,3.8,0.091,2.6,-3.4,-0.8,0.6,5.2,11.3,0.463,2.1,4.9,0.424,3.2,6.4,0.494,0.555,1.9,2.2,0.86,0.4,1.8,2.2,2.2,0.8,0.2,1.5,2.4,14.5,0.705882352941176,0.358620689655172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12510",12509,1996,"Allan Houston",24,82,75,37.5,15.7,0.576,0.291,0.022,0.093,0.059,0.155,0.011,0.004,0.142,0.254,4.2,3,7.1,0.112,2,-1.3,0.7,2.1,6.9,15.2,0.453,2.3,5.5,0.427,4.5,9.7,0.468,0.53,3.6,4.4,0.823,0.7,3,3.7,3,0.7,0.2,2.8,2.8,19.7,0.358620689655172,-0.248730964467005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
