"","X","Year","Player","Age","G","GS","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Improvement","NextSeasonChange","PG","SG","SF","C","LAL","PHO","TOT","DAL","IND","HOU","CHI","ORL","POR","PHI","NJN","UTA","DET","BOS","ATL","GSW","NYK","DEN","MIN","CHA","LAC","SDC","SEA","NOH","NOP","BRK","CLE","CHH","MIA","MIL","SAS","TOR","WAS","OKC","SAC","MEM","WSB","KCK","VAN","NOK"
"9397",9396,1989,"Scottie Pippen*",23,73,56,33.1,14.9,0.524,0.347,0.068,0.143,0.107,0.151,0.029,0.015,0.166,0.213,0.7,3.3,4,0.08,-0.4,1.9,1.4,2.1,5.7,11.9,0.476,0.3,1.1,0.273,5.4,10.8,0.496,0.488,2.8,4.1,0.668,1.9,4.2,6.1,3.5,1.9,0.8,2.7,3.6,14.4,0.822784810126582,0.145833333333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9859",9858,1990,"Scottie Pippen*",24,82,82,38.4,16.3,0.528,0.257,0.056,0.149,0.103,0.198,0.033,0.02,0.178,0.212,1.4,4.3,5.7,0.087,0.2,2.3,2.6,3.6,6.9,14,0.489,0.3,1.4,0.25,6.5,12.7,0.514,0.501,2.4,3.6,0.675,1.8,4.8,6.7,5.4,2.6,1.2,3.4,3.6,16.5,0.145833333333333,0.0787878787878789,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10315",10314,1991,"Scottie Pippen*",25,82,82,36.8,20.6,0.561,0.295,0.065,0.166,0.116,0.235,0.032,0.019,0.151,0.218,5.9,5.4,11.2,0.179,3.1,3.2,6.3,6.4,7.3,14.1,0.52,0.3,0.8,0.309,7.1,13.2,0.534,0.529,2.9,4.1,0.706,2,5.3,7.3,6.2,2.4,1.1,2.8,3.3,17.8,0.0787878787878789,0.179775280898876,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10772",10771,1992,"Scottie Pippen*",26,82,82,38.6,21.5,0.555,0.319,0.069,0.158,0.115,0.258,0.025,0.018,0.14,0.246,7.1,5.5,12.7,0.192,3.9,2.6,6.5,6.8,8.4,16.6,0.506,0.2,1,0.2,8.2,15.6,0.525,0.511,4,5.3,0.76,2.3,5.4,7.7,7,1.9,1.1,3.1,3,21,0.179775280898876,-0.114285714285714,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11218",11217,1993,"Scottie Pippen*",27,81,81,38.6,19.2,0.51,0.264,0.073,0.16,0.115,0.24,0.029,0.016,0.142,0.239,3.8,4.8,8.6,0.132,2,2.3,4.3,5,7.8,16.4,0.473,0.3,1.1,0.237,7.5,15.2,0.491,0.482,2.9,4.3,0.663,2.5,5.2,7.7,6.3,2.1,0.9,3,2.7,18.6,-0.114285714285714,0.182795698924731,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11713",11712,1994,"Scottie Pippen*",28,72,72,38.3,23.2,0.544,0.32,0.073,0.194,0.133,0.246,0.04,0.014,0.137,0.271,5.2,6,11.2,0.194,4.5,3.8,8.3,7.2,8.7,17.8,0.491,0.9,2.7,0.32,7.8,15,0.522,0.515,3.8,5.7,0.66,2.4,6.3,8.7,5.6,2.9,0.8,3.2,3.2,22,0.182795698924731,-0.0272727272727273,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12160",12159,1995,"Scottie Pippen*",29,79,79,38.2,22.6,0.559,0.333,0.069,0.182,0.125,0.228,0.04,0.022,0.152,0.263,5.1,6.7,11.8,0.188,3.8,4,7.8,7.4,8,16.7,0.48,1.4,4,0.345,6.6,12.7,0.523,0.522,4,5.6,0.716,2.2,5.9,8.1,5.2,2.9,1.1,3.4,3,21.4,-0.0272727272727273,-0.0934579439252337,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12666",12665,1996,"Scottie Pippen*",30,77,77,36.7,21,0.551,0.266,0.063,0.142,0.102,0.252,0.025,0.015,0.132,0.244,7,5.3,12.3,0.209,4.6,2.2,6.8,6.3,7.3,15.8,0.463,1.9,5.2,0.374,5.4,10.6,0.507,0.525,2.9,4.2,0.679,2,4.5,6.4,5.9,1.7,0.7,2.7,2.6,19.4,-0.0934579439252337,0.0412371134020619,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13247",13246,1997,"Scottie Pippen*",31,82,82,37.7,21.3,0.554,0.213,0.059,0.133,0.097,0.243,0.027,0.011,0.125,0.246,7.8,5.2,13.1,0.203,4.9,1.7,6.6,6.7,7.9,16.7,0.474,1.9,5.2,0.368,6,11.5,0.522,0.531,2.5,3.5,0.701,2,4.5,6.5,5.7,1.9,0.5,2.6,2.6,20.2,0.0412371134020619,-0.0544554455445544,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13771",13770,1998,"Scottie Pippen*",32,44,44,37.5,20.4,0.533,0.274,0.037,0.121,0.079,0.265,0.026,0.019,0.121,0.244,3.7,3,6.6,0.193,4,1.8,5.8,3.2,7.2,16,0.447,1.4,4.4,0.318,5.8,11.6,0.496,0.491,3.4,4.4,0.777,1.2,4,5.2,5.8,1.8,1,2.5,2.6,19.1,-0.0544554455445544,-0.240837696335079,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14325",14324,1999,"Scottie Pippen*",33,50,50,40.2,16.8,0.53,0.303,0.039,0.142,0.094,0.244,0.026,0.013,0.188,0.197,2.5,2.3,4.9,0.116,1.8,1.7,3.5,2.8,5.2,12.1,0.432,1.4,4.2,0.34,3.8,7.8,0.482,0.492,2.6,3.7,0.721,1.3,5.2,6.5,5.9,2,0.7,3.2,2.4,14.5,-0.240837696335079,-0.137931034482759,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14836",14835,2000,"Scottie Pippen*",34,82,82,33.5,16.4,0.533,0.259,0.051,0.162,0.11,0.237,0.023,0.011,0.178,0.196,3.4,4.4,7.8,0.137,2,2.2,4.2,4.3,4.7,10.5,0.451,1,3.2,0.327,3.7,7.3,0.506,0.501,2,2.7,0.717,1.4,4.9,6.3,5,1.4,0.5,2.5,2.5,12.5,-0.137931034482759,-0.096,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15367",15366,2001,"Scottie Pippen*",35,64,60,33.3,15.3,0.541,0.27,0.041,0.142,0.093,0.218,0.024,0.012,0.188,0.179,2.4,2.7,5.1,0.115,1.3,1.5,2.7,2.6,4.2,9.3,0.451,1,2.9,0.344,3.2,6.4,0.5,0.505,1.9,2.5,0.739,1.1,4.1,5.2,4.6,1.5,0.5,2.4,2.5,11.3,-0.096,-0.0619469026548674,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15873",15872,2002,"Scottie Pippen*",36,62,60,32.2,14.9,0.497,0.244,0.045,0.145,0.095,0.287,0.027,0.013,0.205,0.191,1.2,2.6,3.7,0.09,0.5,1.7,2.2,2.1,4,9.7,0.411,0.9,2.9,0.305,3.1,6.8,0.455,0.456,1.8,2.4,0.774,1.2,3.9,5.2,5.9,1.6,0.6,2.8,2.6,10.6,-0.0619469026548674,0.0188679245283019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10126",10125,1991,"Sean Elliott",22,82,82,37.1,14.2,0.564,0.412,0.054,0.108,0.083,0.111,0.011,0.007,0.113,0.178,5.1,3.7,8.8,0.138,1,0.6,1.6,2.8,5.8,11.9,0.49,0.2,0.8,0.313,5.6,11.1,0.502,0.5,4,4.9,0.808,1.7,3.8,5.6,2.9,0.8,0.4,1.8,2.3,15.9,0.59,0.0251572327044025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"10580",10579,1992,"Sean Elliott",23,82,82,38,14.4,0.564,0.318,0.05,0.103,0.077,0.1,0.013,0.006,0.114,0.181,5,3.4,8.4,0.13,1,0.4,1.4,2.7,6.3,12.7,0.494,0.3,1,0.305,6,11.7,0.51,0.506,3.5,4,0.861,1.7,3.6,5.4,2.6,1,0.4,1.9,1.8,16.3,0.0251572327044025,0.0552147239263803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"11029",11028,1993,"Sean Elliott",24,70,70,37.2,15.5,0.566,0.367,0.039,0.1,0.071,0.154,0.013,0.007,0.125,0.206,3.9,2.2,6.1,0.113,1.6,0,1.6,2.3,6.4,13.1,0.491,0.5,1.5,0.356,5.9,11.6,0.509,0.511,3.8,4.8,0.795,1.2,3.4,4.6,3.8,1,0.4,2.2,1.9,17.2,0.0552147239263803,-0.296511627906977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"11493",11492,1994,"Sean Elliott",25,73,73,33,11.3,0.51,0.219,0.031,0.091,0.06,0.125,0.011,0.007,0.13,0.181,1,0.4,1.4,0.028,-1.4,-0.9,-2.3,-0.2,4.9,10.8,0.455,0.4,1.2,0.299,4.6,9.6,0.474,0.472,1.9,2.4,0.803,0.9,2.7,3.6,2.7,0.7,0.4,1.8,2.4,12.1,-0.296511627906977,0.495867768595041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11966",11965,1995,"Sean Elliott",26,81,81,35.3,16,0.587,0.377,0.026,0.085,0.057,0.113,0.014,0.009,0.108,0.216,5.8,2.9,8.7,0.147,2.4,-0.3,2.1,2.9,6.2,13.2,0.468,1.7,4.1,0.408,4.5,9.1,0.495,0.532,4,5,0.807,0.8,2.8,3.5,2.5,1,0.5,1.9,2.7,18.1,0.495867768595041,0.104972375690608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"11741",11740,1994,"Sean Rooks",24,47,28,26.7,14.6,0.552,0.534,0.07,0.169,0.116,0.063,0.009,0.024,0.141,0.191,1.4,0.7,2.2,0.083,-1.9,-0.9,-2.8,-0.3,4.1,8.4,0.491,0,0,0,4.1,8.3,0.492,0.491,3.2,4.5,0.714,1.8,3.7,5.5,1,0.4,0.9,1.7,2.3,11.4,-0.155555555555556,-0.0526315789473684,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12190",12189,1995,"Sean Rooks",25,80,70,30.1,12.6,0.555,0.62,0.085,0.162,0.124,0.069,0.006,0.022,0.154,0.176,1.9,1.1,3,0.06,-2.2,-0.5,-2.7,-0.4,3.6,7.7,0.47,0,0.1,0,3.6,7.6,0.474,0.47,3.6,4.8,0.761,2.1,4,6.1,1.2,0.4,0.9,1.8,2.6,10.8,-0.0526315789473684,-0.398148148148148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12706",12705,1996,"Sean Rooks",26,65,7,17.2,13.4,0.567,0.709,0.086,0.187,0.136,0.067,0.011,0.029,0.176,0.181,0.8,1,1.8,0.078,-2.7,-0.2,-2.9,-0.3,2.2,4.4,0.505,0,0.1,0.143,2.2,4.3,0.514,0.507,2.1,3.1,0.668,1.2,2.7,3.9,0.7,0.4,0.6,1.2,2.2,6.5,-0.398148148148148,-0.415384615384615,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18143",18142,2006,"Sebastian Telfair",20,68,30,24.1,13,0.491,0.303,0.014,0.075,0.044,0.265,0.022,0.003,0.149,0.222,0.4,0.2,0.6,0.017,-0.1,-2.8,-2.9,-0.4,3.4,8.5,0.394,0.8,2.4,0.352,2.5,6.1,0.411,0.444,1.9,2.6,0.743,0.3,1.5,1.8,3.6,1,0.1,1.7,2.5,9.5,0.397058823529412,-0.357894736842105,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18676",18675,2007,"Sebastian Telfair",21,78,30,20.2,8.6,0.458,0.232,0.013,0.071,0.041,0.227,0.014,0.005,0.158,0.178,-0.5,1,0.5,0.015,-2.7,-2.2,-4.9,-1.2,2.3,6.1,0.371,0.5,1.6,0.289,1.8,4.4,0.402,0.41,1.2,1.4,0.818,0.2,1.2,1.4,2.8,0.6,0.1,1.3,2.1,6.1,-0.357894736842105,0.524590163934426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19252",19251,2008,"Sebastian Telfair",22,60,51,32.2,10.4,0.462,0.189,0.009,0.074,0.04,0.277,0.016,0.005,0.156,0.166,0.2,0.5,0.7,0.018,-1.7,-2,-3.7,-0.8,3.7,9.3,0.401,0.5,1.9,0.281,3.2,7.4,0.432,0.43,1.3,1.8,0.743,0.3,2,2.2,5.9,1,0.2,1.8,2.8,9.3,0.524590163934426,0.053763440860215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19854",19853,2009,"Sebastian Telfair",23,75,43,27.9,10.8,0.481,0.23,0.017,0.055,0.035,0.261,0.018,0.004,0.16,0.196,0,0.8,0.8,0.019,-1.2,-2.2,-3.4,-0.7,3.6,9.3,0.383,1,2.8,0.346,2.6,6.5,0.399,0.435,1.7,2.1,0.819,0.4,1.3,1.7,4.6,1,0.2,1.9,2.5,9.8,0.053763440860215,-0.510204081632653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7867",7866,1985,"Sedale Threatt",23,82,0,15.9,10.2,0.489,0.216,0.018,0.067,0.043,0.185,0.029,0.007,0.179,0.171,-0.1,1.4,1.3,0.047,-2.2,-0.3,-2.5,-0.2,2.3,5.1,0.452,0,0.3,0.182,2.2,4.8,0.467,0.457,0.8,1.1,0.733,0.3,1,1.2,2.1,1,0.2,1.2,2.1,5.4,0.636363636363636,0.833333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8234",8233,1986,"Sedale Threatt",24,70,27,25.1,11.1,0.481,0.132,0.013,0.064,0.039,0.16,0.025,0.002,0.124,0.189,0.5,1.6,2.1,0.056,-1.7,-0.8,-2.5,-0.2,4.4,9.8,0.453,0,0.3,0.042,4.4,9.4,0.468,0.454,1.1,1.3,0.833,0.3,1.4,1.7,2.8,1.3,0.1,1.5,2.2,9.9,0.833333333333333,-0.141414141414141,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8619",8618,1987,"Sedale Threatt",25,68,8,21.3,13.6,0.495,0.223,0.021,0.065,0.043,0.263,0.025,0.005,0.132,0.197,1.1,1.3,2.5,0.082,-1,-1.8,-2.8,-0.3,3.5,7.9,0.448,0.1,0.5,0.219,3.4,7.4,0.462,0.454,1.4,1.8,0.798,0.4,1.2,1.6,3.8,1.1,0.2,1.3,2.4,8.5,-0.141414141414141,-0.188235294117647,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9034",9033,1988,"Sedale Threatt",26,71,0,14.9,16,0.539,0.167,0.025,0.071,0.048,0.227,0.028,0.005,0.121,0.206,1.5,1.2,2.7,0.121,0.2,-1.1,-0.9,0.3,3,6,0.508,0,0.4,0.111,3,5.6,0.535,0.512,0.8,1,0.803,0.3,0.9,1.2,2.3,0.8,0.1,0.9,1.4,6.9,-0.188235294117647,0.246376811594203,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9482",9481,1989,"Sedale Threatt",27,63,0,19.4,16.3,0.533,0.162,0.028,0.081,0.054,0.275,0.033,0.002,0.131,0.192,2.3,1.2,3.4,0.135,1.4,-0.8,0.6,0.8,3.7,7.6,0.494,0.2,0.5,0.367,3.6,7.1,0.502,0.505,1,1.2,0.818,0.5,1.4,1.9,3.8,1.3,0.1,1.2,2.5,8.6,0.246376811594203,0.325581395348837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9941",9940,1990,"Sedale Threatt",28,65,18,22.8,17.4,0.557,0.262,0.033,0.059,0.046,0.219,0.022,0.003,0.103,0.21,3.7,0.9,4.6,0.149,2.7,-1.5,1.2,1.2,4.7,9.2,0.506,0.1,0.5,0.25,4.5,8.7,0.52,0.513,2,2.4,0.828,0.7,1.1,1.8,3.3,1,0.1,1.2,2.5,11.4,0.325581395348837,0.114035087719298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10392",10391,1991,"Sedale Threatt",29,80,57,25.8,15.5,0.556,0.207,0.014,0.043,0.029,0.197,0.027,0.003,0.132,0.213,3.1,1.4,4.6,0.106,0.9,-1.8,-0.9,0.6,5.4,10.4,0.519,0.1,0.4,0.286,5.3,10,0.529,0.525,1.7,2.2,0.792,0.3,0.9,1.2,3.4,1.4,0.1,1.7,2.4,12.7,0.114035087719298,0.188976377952756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10862",10861,1992,"Sedale Threatt",30,82,82,37.4,16.6,0.54,0.233,0.016,0.079,0.047,0.303,0.028,0.003,0.137,0.189,4.7,2.6,7.3,0.114,1.6,-0.5,1.1,2.4,6.2,12.7,0.489,0.2,0.8,0.323,6,11.9,0.499,0.499,2.5,3,0.831,0.5,2.6,3.1,7.2,2,0.2,2.2,2.8,15.1,0.188976377952756,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11304",11303,1993,"Sedale Threatt",31,82,82,35.3,16.5,0.55,0.209,0.018,0.09,0.054,0.298,0.024,0.002,0.134,0.192,4.8,2.3,7.1,0.117,1.6,-0.8,0.8,2,6.4,12.5,0.508,0.2,0.6,0.264,6.2,11.9,0.521,0.515,2.2,2.6,0.823,0.6,2.8,3.3,6.9,1.7,0.1,2.1,3,15.1,0,-0.211920529801324,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11785",11784,1994,"Sedale Threatt",32,81,20,28.1,15.3,0.524,0.182,0.013,0.062,0.036,0.231,0.024,0.005,0.103,0.19,3.6,1,4.5,0.096,0.3,-1.9,-1.7,0.2,5.1,10.5,0.482,0.1,0.4,0.152,5,10.1,0.496,0.485,1.7,1.9,0.89,0.3,1.5,1.9,4.2,1.4,0.2,1.3,2.3,11.9,-0.211920529801324,-0.201680672268908,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12241",12240,1995,"Sedale Threatt",33,59,2,23.5,15.8,0.574,0.254,0.017,0.082,0.05,0.268,0.02,0.006,0.126,0.173,2.9,0.9,3.8,0.131,1.1,-1.9,-0.8,0.4,3.7,7.4,0.497,0.6,1.6,0.379,3.1,5.8,0.529,0.538,1.5,1.9,0.793,0.4,1.7,2.1,4.2,0.9,0.2,1.2,2.4,9.5,-0.201680672268908,-0.231578947368421,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20801",20800,2011,"Serge Ibaka",21,82,44,27,17.7,0.579,0.298,0.117,0.208,0.164,0.016,0.007,0.065,0.092,0.157,4.3,3.2,7.6,0.164,-1.1,1.2,0.1,1.1,4.1,7.5,0.543,0,0,0,4.1,7.5,0.544,0.543,1.7,2.2,0.75,2.6,5,7.6,0.3,0.4,2.4,0.9,3.3,9.9,0.571428571428572,-0.0808080808080809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"21385",21384,2012,"Serge Ibaka",22,66,66,27.2,19,0.556,0.241,0.132,0.182,0.159,0.025,0.01,0.098,0.127,0.157,3,3.2,6.2,0.167,-0.9,3.8,3,2.2,4,7.4,0.535,0,0,0.333,4,7.4,0.536,0.536,1.2,1.8,0.661,2.9,4.6,7.5,0.4,0.5,3.7,1.2,2.7,9.1,-0.0808080808080809,0.450549450549451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"21924",21923,2013,"Serge Ibaka",23,80,80,31.1,19.4,0.612,0.246,0.111,0.17,0.142,0.028,0.006,0.074,0.127,0.181,5.3,4.1,9.4,0.181,0.2,1.9,2.1,2.6,5.6,9.7,0.573,0.2,0.7,0.351,5.3,9,0.591,0.586,1.8,2.4,0.749,2.8,4.9,7.7,0.5,0.4,3,1.6,2.7,13.2,0.450549450549451,0.143939393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"22539",22538,2014,"Serge Ibaka",24,81,81,32.9,19.6,0.576,0.203,0.1,0.196,0.15,0.052,0.007,0.067,0.103,0.198,5.2,4.4,9.6,0.173,-0.4,2.3,1.9,2.6,6.5,12.1,0.536,0.3,0.7,0.383,6.2,11.3,0.546,0.548,1.9,2.5,0.784,2.8,6,8.8,1,0.5,2.7,1.5,2.9,15.1,0.143939393939394,-0.0529801324503311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"23145",23144,2015,"Serge Ibaka",25,64,64,33.1,16.6,0.549,0.14,0.07,0.181,0.126,0.042,0.007,0.058,0.104,0.189,2.9,2.7,5.6,0.127,-0.5,1.3,0.8,1.5,5.8,12.3,0.476,1.2,3.2,0.376,4.6,9.1,0.511,0.525,1.4,1.7,0.836,2.1,5.7,7.8,0.9,0.5,2.4,1.5,3,14.3,-0.0529801324503311,-0.118881118881119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"23772",23771,2016,"Serge Ibaka",26,78,78,32.1,13.9,0.533,0.139,0.065,0.162,0.116,0.039,0.008,0.045,0.105,0.176,2.5,3,5.5,0.105,-1.1,1,-0.1,1.2,5.3,11.1,0.479,0.8,2.4,0.326,4.6,8.8,0.52,0.513,1.2,1.6,0.752,1.8,5,6.8,0.8,0.5,1.9,1.4,2.7,12.6,-0.118881118881119,0.174603174603175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"19202",19201,2008,"Sergio Rodriguez",21,72,0,8.7,9,0.423,0.194,0.024,0.084,0.054,0.312,0.021,0,0.199,0.2,-0.7,0.5,-0.2,-0.017,-3.4,-1.8,-5.2,-0.5,1,2.7,0.352,0.2,0.8,0.293,0.7,1.9,0.377,0.395,0.3,0.5,0.658,0.2,0.6,0.8,1.7,0.3,0,0.7,0.8,2.5,-0.324324324324324,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19792",19791,2009,"Sergio Rodriguez",22,80,13,15.3,12.5,0.491,0.234,0.043,0.09,0.066,0.356,0.024,0.001,0.247,0.185,0.5,1.2,1.7,0.068,-0.5,-1.1,-1.6,0.1,1.6,4.1,0.392,0.5,1.4,0.325,1.1,2.7,0.428,0.448,0.8,1,0.792,0.5,1.1,1.6,3.6,0.7,0,1.5,1.7,4.5,0.8,0.466666666666667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23912",23911,2016,"Shabazz Napier",24,55,0,10.9,9.6,0.46,0.224,0.016,0.086,0.051,0.231,0.019,0.001,0.172,0.197,-0.3,0.4,0.1,0.004,-2.3,-2.6,-4.9,-0.4,1.2,3.7,0.338,0.6,1.9,0.327,0.6,1.8,0.351,0.423,0.6,0.8,0.733,0.2,0.8,1,1.8,0.4,0,0.8,0.7,3.7,-0.274509803921569,0.108108108108108,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
